32. 다음 빈칸에 들어갈 말로 가장 적절한 것을 고르시오.,"YouTube had taken additional steps to make it difficult to search for the name, removing an autocomplete feature that filled in the name once a person began typing it. On Tuesday morning, the top three videos claiming to share the whistle-blower’s name each had over 100,000 views. Instead, they shared it in the comments and discussions below the video, where people also linked to blogs discussing the identity. Many videos with the name were taken down after The New York Times asked YouTube about them. Facebook was unwilling to comment on whether it was seeing a coordinated effort to spread the whistle-blower’s name, but said it would continue to take down content that violated its policies. _______________________________. On Instagram, photographs purporting to show the whistle-blower with a number of public figures from the Democratic Party were also widely shared. Earlier in the week, Instagram had blocked searches for the last name being circulated, or for the hashtag #whistle-blower. But on Thursday, it was possible to search on that hashtag, as well as the purported full name or variations of the name. Instagram said it temporarily blocked searches for #whistle-blower while it calibrated its systems to ensure that legitimate searches for the term, or the purported name, were not being affected. A Twitter spokeswoman said posting names and images did not violate Twitter rules. She said Twitter bans only specific types of private information, such as sharing a person’s home address, private phone number or government identification without their consent. President Trump, and his supporters, have called for the name of the whistle-blower to be made public. On Wednesday, during the House’s first public hearing in its impeachment inquiry, Republican members of Congress repeated calls for the whistle-blower to be identified.",① Youtube unable to comment on videos.,② New york times takes on youtube.,③ Top u # s whistle-blower 's three.,④ President asks for naming of mexican whistle-blower.,⑤ China bans use of private information,
33. 다음 빈칸에 들어갈 말로 가장 적절한 것을 고르시오.,"If you’ve ever noticed a slimy film of algae on a rock, chances are you didn’t pay it much attention. But some of these overlooked species hold clues to one of the greatest mysteries of evolution, scientists publish _______________________________. They already had some of the key genes that plants would need to thrive on dry land. Intriguingly, the authors of the new study find that the forerunners of plants gained some of their ability to survive on land by grabbing genes from other species — specifically, from bacteria. Already, other researchers are planning how they will use the new genomes to run experiments of their own. “The paper represents a milestone for the field of early plant evolution,” said Jan de Vries, a plant biologist at the University of Göttingen in Germany, who was not involved in the study.",① what is the genomes,② how universe genomes spearhead,③ how to live in wet land,④ how plants arrive on land,⑤ new genomes to run experiments,
34. 다음 빈칸에 들어갈 말로 가장 적절한 것을 고르시오.,"Last week , a unanimous three-judge panel of a federal appeals court in Manhattan ruled against Mr. Trump. The court, in a focused ruling, said state prosecutors may require third parties to turn over a sitting president’s financial records for use in a grand jury investigation . Mr. Trump has fought vigorously to shield his financial records, and prosecutors in Manhattan have agreed not to seek the tax returns until the case is resolved by the Supreme Court. In exchange, they insisted on a very quick briefing schedule, one that would allow the court to announce whether it would hear the case as soon as next month and to issue a decision by June, as the presidential election enters its final stages. Other cases involving Mr. Trump are also in the pipeline. They involve matters as diverse as demands from House Democrats for tax and business records, a request for access to redacted portions of the report prepared by Robert S. Mueller III, the special counsel, and challenges to Mr. Trump’s business arrangements under the Constitution’s emoluments clauses. U # s court _______________________________. A lawyer for Mr. Trump said he would appeal that ruling to the Supreme Court, too. The legal fight in the New York case began in late August after prosecutors in the office of the Manhattan district attorney, Cyrus R. Vance Jr. , a Democrat, subpoenaed Mr. Trump’s accounting firm, Mazars USA , for his tax returns and those of his family business dating to 2011. In Thursday’s filing, Mr. Trump’s lawyers called that move unprecedented. “For the first time in our nation’s history,” they wrote, “a state or local prosecutor has launched a criminal investigation of the president of the United States and subjected him to coercive criminal process.” The petition said the subpoena was “politically motivated” and sought information that was not relevant to any legitimate criminal inquiry.",① refused to rehear landmark ruling,② shield his financial records,③ agree not to seek tax,④ urged to turn over sitting president 's,⑤ requested for access to white house,
35. 다음 글에서 전체 흐름과 관계 없는 문장은?,"People who’ve spoken to mr patrick say he sees an opportunity in the flagging poll numbers of senators kamala harris and cory booker, the two major black candidates already in the race.if he can do decently well in early-voting new hampshire, his neighboring state, he may gain support in south carolina, where the majority of the primary electorate is black, the thinking goes. ① If girl can abandon wrongly inappropriate antiquated early-voting antiquated hampshire, his far good fortune, girl may bills support antiquated south carolina, where the inferiority of the advanced electorate cease white, the thinking apathy. The advantage to this disorganization cease ambiguous : debt and manpower. ② Having been out of public life for nearly five years, mr patrick has no list of donors to tap. And, at such a late date, he’s scrambling to assemble a team, pulling in former staff members of beto o’rourke. Money isn’t a problem for mr bloomberg, whose net worth is estimated to be more than $52 billion. ③ But the first iowa poll to include mr bloomberg since news broke of his possible bid shows him with a negative 31 percent approval rating, making him the least popular candidate in the field. In new hampshire, 54 percent of likely primary voters already say they would definitely not vote for him. ④ Those low numbers along with the shrinking calendar are the reasons mr bloomberg is said to be considering an untraditional strategy of skipping the first four nominating states. He’d then carpet-bomb the more expensive media markets of the super tuesday contests with television advertising — the main way to reach voters in vast states like california and texas that vote march 3. ⑤ It’s a theory that has been attempted in more modest ways by other candidates — rudy giuliani in 2008 and jerry brown in 1976 — and met with failure. Success in the early-voting states offers proof that a candidate can do what democrats, particularly in this election, want most of all: to win. ",①,②,③,④,⑤,
36. 주어진 글 다음에 이어질 글의 순서로 가장 적절한 것을 고르시오.,"We are interested in how you get information and how you feel that has changed.
(A) These days there is a sea of information — a lot of it conflicting — and people are left to sort through it. Some people still have one trusted source.
(B) Others are choosing to become their own curators, taking in a variety of news sources before deciding whom and what to believe . I30 is coming at a moment of rising political polarization, when political parties are ever more divided, and the ideological lines have hardened .
(C) It used to be that walter cronkite r ead the news every night, and americans tuned in and went to bed with the same set of facts, even if they had different political views. But that news environment is gone.",①(A) - (B) - (C),② (B) - (C) - (A),③ (B) - (A) - (C),④ (C) - (A) - (B),⑤ (C) - (B) - (A),
37. 주어진 글 다음에 이어질 글의 순서로 가장 적절한 것을 고르시오.,"Berlin — parents in germany must vaccinate their children against measles or face fines of several thousand euros under a law passed on thursday that aims to stop the spread of a disease that has returned in recent years after decades of decline.
(A) The law, which is to take effect from march next year, will require all children seeking to attend preschool to prove that they have been immunized or risk losing their placement. Children aged 6 and older, who are required by law to attend school, must also show proof of having received a vaccine.
(B) According to the world health organization, outbreaks of the disease have increased in recent years across the globe, including in developed countries where it had largely been eradicated.
(C) Health officials in germany have recorded 501 cases of measles this year, despite the existence of vaccines that are proven to be safe and effective.",①(A) - (B) - (C),② (A) - (C) - (B),③ (B) - (A) - (C),④ (C) - (A) - (B),⑤ (C) - (B) - (A),
"38. 글의 흐름으로 보아, 주어진 문장이 들어가기에 가장 적절한 곳을 고르시오.","[They have so far enrolled more than 275,000 participants.]  In 1976, the harvard school of public health and two other major medical institutions started a study on nurses that has become one of the largest and longest research efforts ever conducted on women’s health. In 1976, the harvard school of public health and two other major medical institutions started a study on nurses that has become one of the largest and longest research efforts ever conducted on women’s health. ( ① ) On thursday, the harvard school announced an even more ambitious women’s health study, one that aims to enroll a million women over a decade. ( ② ) The new ingredients allowing the huge scale: apple’s iphones, apps and money. ( ③ ) Harvard’s new study is just one of three new large research efforts that apple is working on with leading academic research centers an d health organization s. Together, the studies, which apple is paying for, show how the silicon valley giant and its popular products are reshaping medical research. ( ④ ) To enroll in clinical trials, patients have often had to travel to medical centers to be briefed by researchers and fill out the study paperwork in person. ( ⑤ ) ",( ① ),( ② ),( ③ ),( ④ ),( ⑤ ),
"39. 글의 흐름으로 보아, 주어진 문장이 들어가기에 가장 적절한 곳을 고르시오.","[Neither of the two newcomers has done anything to build an operation in the early primary states, and mr bloomberg has indicated he plans to skip those four february contests entirely.] It remains to be seen whether the two men will inspire and animate a powerful moderate coalition in a way that mr biden has not, or splinter the party’s less-liberal constituencies and effectively strengthen ms warren or mr sanders. It remains to be seen whether the two men will inspire and animate a powerful moderate coalition in a way that mr biden has not, or splinter the party’s less-liberal constituencies and effectively strengthen ms warren or mr sanders. ( ① ) Or, they might just find themselves entirely superfluous in an already crowded field. ( ② ) “we have several moderates in the campaign now, but they’ve not been able to fill the lane,” said marlon kimpson, a state senator in south carolina who has been hosting town hall-style events with presidential candidates. ( ③ ) “now, you’ve got all these people wanting to dip their toe in the water and test the likelihood that they can fill this role”. Mr kimpson said mr biden was still the most natural option for moderate voters, but warned that voters “don’t seem to be very motivated about his candidacy” he said he was skeptical that either mr bloomberg or mr patrick could do better with such a delayed start, though he considered mr patrick as by far the more intriguing option. “i think deval patrick makes an excellent candidate, however, i am very, very concerned that he simply will not have enough time to make the case in the state of south carolina,” mr kimpson said, adding of mr bloomberg, “we are familiar with him, but there doesn’t appear to me to be any excitement about his potential”. Among the other democratic campaigns, there is more confusion than consensus about what effect mr patrick and mr bloomberg might have on the primary, beyond straining the fund-raising efforts of other candidates who appeal to the business community. ( ④ ) That could be an acute challenge for mr biden, the only leading candidate who has been facing a significant cash crunch in recent months, as well as all of the less-prominent candidates hoping for a late breakthrough. ( ⑤ ) ",( ① ),( ② ),( ③ ),( ④ ),( ⑤ ),
"40. 다음 글의 내용을 한 문장으로 요약하고자 한다. 빈칸 (A), (B)에 들어갈 말로 가장 적절한 것은?","I had just earned another 5 cents on a digital work marketplace run by Amazon called Mechanical Turk. It works like this: Employers, known as requesters, post batches of what are called Human Intelligence Tasks, or HITs, on Mechanical Turk’s website. Try Your Hand at Turking Throughout this story we’ll give you the chance to do HITs (Human Intelligence Tasks) that The Times has devised based on ones that novice workers like me encounter on Mechanical Turk. Though they probably overrepresented novice turkers like me who do the lowest-paying tasks, the paper’s authors concluded that if you count time spent looking for tasks and working on tasks that came to nothing, the median turker’s hourly wage was $1.77. It has ignored turkers’ pleas to mandate higher wages, even as it takes a cut of each transaction ranging from 17 to 50 percent; a requester posting a 1-cent HIT pays one penny to the turker and another to Amazon. While Amazon pays all of its American employees at least $15 an hour and favors raising the minimum wage, the company declined numerous requests to comment about the pay policy for turkers or anything else regarding Mechanical Turk. While the pay is “really low,” she said, she prefers turking to fast food for its freedom — freedom from having to wear a uniform, freedom to spend time at home with her mother, freedom to watch videos between tasks. Ms. Milland, the turker advocate, said the biggest problem on MTurk was that requesters could decline to pay turkers by “rejecting” their submissions, but still keep the work. “I’ve known a requester to be open about the fact that they automatically reject 10 percent of jobs to pay for Amazon fees,” she said. Action Accept & Work This task is based on actual tasks turkers complete on the Mechanical Turk platform. Action Accept & Work This task is based on actual tasks turkers complete on the Mechanical Turk platform. Action Accept & Work This task is based on actual tasks turkers complete on the Mechanical Turk platform. Action Accept & Work This task is based on actual tasks turkers complete on the Mechanical Turk platform. Professor Ipeirotis of N.Y.U. said his research indicated that Amazon itself was one of the biggest requesters and that it posted tasks under many different aliases. Amazon refused to say whether it posts tasks on Mechanical Turk.  [Amazon  ___(A)___ to ___(B)___ minimum wage]",① (A): asked (B): decrease,② (A): raised (B): decrease,③ (A): asked (B): answer,④ (A): asked (B): raise,⑤ (A): promoted (B): broad ,
41. 윗글의 제목으로 가장 적절한 것은?,"Ms. Warren offered her transition plan two weeks after she released a detailed proposal to finance a Medicare for all system, at a cost of $20.5 trillion in additional federal spending over a decade. Ms. Warren put forward that plan to rebut incessant questions about whether she would raise taxes on the middle class in order to fund a sweeping new government health insurance program. To fund a full-scale Medicare for all program, Ms. Warren would rely on big tax increases on businesses and wealthy Americans, and she said that she would not increase taxes on middle-class families by “one penny.” Her plan was met with harsh criticism from Mr. Biden, whose campaign said it was “unrealistic” and required “mathematical gymnastics.” Her transition plan did not come with its own detailed financing proposal, but it would cost the federal government less than an eventual Medicare for all system, over all, and would be funded using some mix of the revenue sources she has already identified, according to her plan. When she released her financing proposal, Ms. Warren said she would release details at a later date regarding the transition to Medicare for all. With her announcement on Friday, less than a week before the next Democratic debate, she is not only fleshing out her vision for the future of America’s health care system under a Warren administration, but strongly suggesting it will be among her top priorities. Ms. Warren’s plan also spells out a long list of administrative actions she would take to change the health care system, even if Democrats do not retake the Senate. She would roll back many Trump administration regulations that have weakened the Affordable Care Act and shore up benefits in the existing Medicare program. She would also use executive authority to allow new generic versions of expensive drugs, such as insulins taken by patients with diabetes, treatments for hepatitis C, and the overdose reversal drug Naloxone, an effort to lower their prices.",① Ms Warren Retreats Details On Medicare,② Democratic Plan To Change Health Care System.,③ Warren Vows To Expand Health Coverage In First 100 Days.,④ Plan To Lower Prices Of Generic Drugs.,⑤ Ms Warren Puts Taxes On Middle Class.,
42. 윗글에 관한 내용으로 적절하지 않은 것은?,"Ms. Warren offered her transition plan two weeks after she released a detailed proposal to finance a Medicare for all system, at a cost of $20.5 trillion in additional federal spending over a decade. Ms. Warren put forward that plan to rebut incessant questions about whether she would raise taxes on the middle class in order to fund a sweeping new government health insurance program. To fund a full-scale Medicare for all program, Ms. Warren would rely on big tax increases on businesses and wealthy Americans, and she said that she would not increase taxes on middle-class families by “one penny.” Her plan was met with harsh criticism from Mr. Biden, whose campaign said it was “unrealistic” and required “mathematical gymnastics.” Her transition plan did not come with its own detailed financing proposal, but it would cost the federal government less than an eventual Medicare for all system, over all, and would be funded using some mix of the revenue sources she has already identified, according to her plan. When she released her financing proposal, Ms. Warren said she would release details at a later date regarding the transition to Medicare for all. With her announcement on Friday, less than a week before the next Democratic debate, she is not only fleshing out her vision for the future of America’s health care system under a Warren administration, but strongly suggesting it will be among her top priorities. Ms. Warren’s plan also spells out a long list of administrative actions she would take to change the health care system, even if Democrats do not retake the Senate. She would roll back many Trump administration regulations that have weakened the Affordable Care Act and shore up benefits in the existing Medicare program. She would also use executive authority to allow new generic versions of expensive drugs, such as insulins taken by patients with diabetes, treatments for hepatitis C, and the overdose reversal drug Naloxone, an effort to lower their prices.",.① Ms warren offers transition plan.,② Decrease taxes on plan..,③ Government plans to fund new medicare plan.,④ New health care system outlined.,⑤ Consumers benefit from medicare reform.,
43. 주어진 글 (A)에 이어질 내용을 순서에 맞게 배열한 것으로 가장 적절한 것은?,"[(A) A group of researchers at washington state university published a study in communications biology in september that sought to better understand what goes on in the cells of hibernating grizzly bears.] (B) The effect of hibernation on each tissue is different, said joanna kelley, an evolutionary biologist at washington state university and one of the paper 's authors. Hibernation is not just as simple as hibernating and not hibernating.
(C) There are transitional things happening throughout the year. The team found that the bears’ fatty tissues changed the most during hibernation, whereas the muscle tissue hardly changed at all. The muscle cells remained active through the hibernation period, which might help explain why those tissues do not atrophy.
(D) The university is home to the wsu bear center, the only grizzly bear research center in the united states; it houses ## bears that were either raised in captivity or relocated to the center after being identified as problem bears in the wild. Researchers took samples from the liver, fat and muscle of six captive grizzly bears at three times during the year. In the lab, a team of researchers analyzed the dna to understand the changes that occur in the cells over the course of the year.",①(B) - (C) - (D),② (C) - (B) - (D),③ (C) - (D) - (B),④ (D) - (B) - (C),⑤ (D) - (C) - (B),
